"DateTime","Depth","Temp"
2015-11-09 11:56:34,29,9.04
2015-11-16 12:02:25,0.5,10.41
2015-11-16 12:04:07,2,10.36
2015-11-16 12:05:36,3,10.29
2015-11-16 12:08:01,4,10.3
2015-11-16 12:08:58,5,10.26
2015-11-16 12:10:06,6,10.25
2015-11-16 12:11:02,8,10.23
2015-11-16 12:13:00,10,10.23
2015-11-16 12:13:56,12,10.22
2015-11-16 12:15:05,14,10.22
2015-11-16 12:15:52,16,10.21
2015-11-16 12:16:56,18,10.21
2015-11-16 12:18:35,20,10.18
2015-11-16 12:19:09,21,10.19
2015-11-16 12:20:04,22,10.18
2015-11-16 12:20:49,23,10.18
2015-11-16 12:21:53,24,10.17
2015-11-16 12:23:16,25,10.17
2015-11-16 12:24:03,26,10.16
2015-11-16 12:24:58,27,10.16
2015-11-16 12:26:18,28,10.16
2015-11-16 12:27:20,29,10.14
2015-12-01 10:50:20,0.5,8.52
2015-12-01 10:51:48,1,8.48
2015-12-01 10:53:16,3,8.5
2015-12-01 10:54:21,6,8.47
2015-12-01 10:55:20,9,8.45
2015-12-01 10:56:43,12,8.45
2015-12-01 10:58:12,15,8.45
2015-12-01 10:59:08,18,8.43
2015-12-01 11:00:09,21,8.43
2015-12-01 11:01:31,24,8.42
2015-12-01 11:02:38,27,8.39
2015-12-01 11:03:48,29,8.37
2015-12-16 11:18:30,0.5,7.77
2015-12-16 11:19:40,1,7.76
2015-12-16 11:20:33,3,7.74
2015-12-16 11:21:24,6,7.72
2015-12-16 11:22:28,9,7.72
2015-12-16 11:23:26,12,7.69
2015-12-16 11:24:36,15,7.68
2015-12-16 11:25:45,18,7.68
2015-12-16 11:26:41,21,7.69
2015-12-16 11:27:58,24,7.68
2015-12-16 11:29:10,27,7.67
2015-12-16 11:29:37,28,7.65
